# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 19 08:48:12 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and decstr in [+37, +73])
# CONSTRAINT:  order by disc_year desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-197 c,Kepler-197,1,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.34969500,0.090000,1.230,0.110,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6004.00,1.12,,,,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,11.7750000,10.5350000,11.7800000,2014-05-14,2014-03,2014-05-14
Kepler-197 d,Kepler-197,1,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.67756300,0.119000,1.220,0.109,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6004.00,1.12,,,,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,11.7750000,10.5350000,11.7800000,2014-05-14,2014-03,2014-05-14
Kepler-197 e,Kepler-197,1,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.20971500,0.164000,0.910,0.081,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6004.00,1.12,,,,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,11.7750000,10.5350000,11.7800000,2014-05-14,2014-03,2014-05-14
Kepler-182 b,Kepler-182,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.82579200,0.096000,2.580,0.230,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6250.00,1.15,,,,4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000,14.9420000,13.5180000,14.8737000,2014-05-14,2014-03,2014-05-14
Kepler-182 c,Kepler-182,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.68434200,0.157000,3.430,0.306,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6250.00,1.15,,,,4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.0900000,14.9420000,13.5180000,14.8737000,2014-05-14,2014-03,2014-05-14
Kepler-373 b,Kepler-373,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.53530900,0.060000,1.360,0.121,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5787.00,0.84,,,,4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.4500000,14.5960000,12.8590000,14.4856000,2014-05-14,2014-03,2014-05-14
Kepler-373 c,Kepler-373,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.72594800,0.126000,1.240,0.111,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5787.00,0.84,,,,4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.4500000,14.5960000,12.8590000,14.4856000,2014-05-14,2014-03,2014-05-14
Kepler-394 b,Kepler-394,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.00501300,0.083000,1.600,0.143,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6402.00,1.13,,,,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.7200000,14.9480000,13.3840000,14.7700000,2014-05-14,2014-03,2014-05-14
Kepler-394 c,Kepler-394,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.13068600,0.110000,1.660,0.148,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6402.00,1.13,,,,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.7200000,14.9480000,13.3840000,14.7700000,2014-05-14,2014-03,2014-05-14
Kepler-401 b,Kepler-401,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.38303500,0.122000,1.710,0.153,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6117.00,1.33,,,,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,13.3660000,11.9870000,13.2865000,2014-05-14,2014-03,2014-05-14
Kepler-401 c,Kepler-401,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,47.31821800,0.269000,2.150,0.192,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6117.00,1.33,,,,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m19.86s,290.0827494,+50d51m48.37s,50.8634361,965.5600000,13.3660000,11.9870000,13.2865000,2014-05-14,2014-03,2014-05-14
Kepler-113 b,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.75400000,,1.820,0.162,11.70000,0.03700,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4725.00,0.69,0.75,0.050,[Fe/H],4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.3510000,13.6550000,11.2550000,13.4598000,2014-05-14,2014-02,2014-05-14
Kepler-113 c,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,8.92507000,,2.180,0.194,8.70000,0.02737,Mass,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4725.00,0.69,0.75,0.050,[Fe/H],4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.3510000,13.6550000,11.2550000,13.4598000,2016-10-12,2014-02,2016-10-13
Kepler-391 b,Kepler-391,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.41675500,0.082000,3.200,0.285,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4940.00,3.57,,,,3.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.2360000,13.1770000,10.9700000,12.9840000,2014-05-14,2014-03,2014-05-14
Kepler-391 c,Kepler-391,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.48543500,0.161000,3.540,0.316,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4940.00,3.57,,,,3.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.2360000,13.1770000,10.9700000,12.9840000,2014-05-14,2014-03,2014-05-14
Kepler-155 b,Kepler-155,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.93119400,0.056000,2.090,0.186,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4508.00,0.62,,,,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.4990000,14.6540000,11.8050000,14.2400000,2014-05-14,2014-03,2014-05-14
Kepler-155 c,Kepler-155,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,52.66179300,0.242000,2.240,0.200,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4508.00,0.62,,,,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m58.99s,288.4957831,+51d04m54.94s,51.0819286,293.4990000,14.6540000,11.8050000,14.2400000,2014-05-14,2014-03,2014-05-14
Kepler-232 b,Kepler-232,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.43122200,0.054000,3.080,0.275,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5847.00,0.97,,,,4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.1300000,15.5650000,13.7650000,15.3201000,2014-05-14,2014-03,2014-05-14
Kepler-232 c,Kepler-232,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.37934900,0.101000,3.830,0.342,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5847.00,0.97,,,,4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.1300000,15.5650000,13.7650000,15.3201000,2014-05-14,2014-03,2014-05-14
Kepler-413 b,Kepler-413,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,66.26200000,0.355300,4.347,0.388,67.00000,0.21100,Mass,0.118100,,,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,,4700.00,0.78,0.82,-0.200,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.5360000,15.8850000,13.4150000,15.5943000,2014-05-14,2014-03,2014-05-14
Kepler-419 b,Kepler-419,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,69.75460000,0.370000,10.800,0.960,794.50000,2.50000,Mass,0.833000,,,1,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.00,1.74,1.39,0.176,[Fe/H],4.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000,2014-06-25,2014-08,2014-06-25
Kepler-419 c,Kepler-419,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,675.47000000,1.680000,,,2320.10000,7.30000,Mass,0.184000,,,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.00,1.74,1.39,0.176,[Fe/H],4.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.3600000,13.0890000,11.8590000,12.9642000,2014-06-25,2014-08,2014-06-25
Kepler-233 b,Kepler-233,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.47238200,0.077000,2.430,0.217,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5360.00,0.76,,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.4170000,15.4770000,13.4530000,15.3263000,2014-05-14,2014-03,2014-05-14
Kepler-233 c,Kepler-233,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,60.41895500,0.287000,2.710,0.242,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5360.00,0.76,,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.4170000,15.4770000,13.4530000,15.3263000,2014-05-14,2014-03,2014-05-14
GJ 687 b,GJ 687,1,1,2,Radial Velocity,2014,Lick Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,38.14200000,0.163000,,,17.20000,0.05412,Msini,0.170000,,,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..250...29F/abstract target=ref>Feng et al. 2020</a>,,,,0.40,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h36m25.00s,264.1041731,+68d20m01.23s,68.3336741,4.5493900,9.1500000,4.5480000,8.0275400,2020-09-08,2020-10,2020-09-03
Kepler-276 c,Kepler-276,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,31.88400000,,2.900,0.259,16.60000,0.05200,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.03,1.10,,,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000,2014-05-14,2014-02,2014-05-14
Kepler-276 d,Kepler-276,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,48.64800000,,2.800,0.250,16.30000,0.05100,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.03,1.10,,,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000,2014-05-14,2014-02,2014-05-14
Kepler-277 b,Kepler-277,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,17.32400000,,2.920,0.261,87.30000,0.27500,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.69,1.12,,,4.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000,2014-05-14,2014-02,2014-05-14
Kepler-277 c,Kepler-277,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,33.00600000,,3.360,0.300,64.20000,0.20200,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.69,1.12,,,4.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000,2014-05-14,2014-02,2014-05-14
Kepler-76 b,Kepler-76,1,1,1,Orbital Brightness Modulation,2013,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.54492980,0.027400,15.244,1.360,638.83830,2.01000,Mass,,,2140,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6409.00,1.32,1.20,-0.100,[Fe/H],4.20,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m46.11s,294.1921185,+39d37m08.30s,39.6189727,822.9600000,13.4740000,12.0920000,13.2755000,2015-10-07,2015-05,2015-10-15
Kepler-350 c,Kepler-350,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,17.84900000,,3.100,0.277,6.10000,0.01900,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.25,1.00,,,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.9650000,12.3930000,13.7606000,2014-05-14,2014-02,2014-05-14
Kepler-350 d,Kepler-350,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,26.13600000,,2.800,0.250,14.90000,0.04700,Mass,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,1.25,1.00,,,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m40.70s,285.4195845,+39d42m21.96s,39.7061009,956.8590000,13.9650000,12.3930000,13.7606000,2014-05-14,2014-02,2014-05-14
